jugador;pais;posicion;equipo;liga;edad;partidos_jugados;partidos_titular;minutos_jugados;goles_sin_penalties;npxG+xA;goles;disparos;disparos_a_puerta;%_disparos_a_puerta;goles/disparo;goles/disparo_a_puerta;distancia_media_disparo;tiros_libres_lanzados;penalties_marcados;penalties_intentados;xG;npxG;npxG/Sh;G-xG;npG-xG;pases_completados;pases_intentados;%_pases_completados;valor_de_mercado
Kieran Tierney;SCO;DF;Arsenal;eng Premier League;24;22;22;1915;1;2,6;1;15;5;33,3;0,07;0,2;21,2;0;0;0;0,7;0,7;0,05;0,3;0,3;904;1164;77,7;30166666
Kieran Trippier;ENG;DF;Atlético Madrid;es La Liga;30;15;12;976;0;0,4;0;2;0;0;0;0;18,6;1;0;0;0,1;0,1;0,07;-0,1;-0,1;612;773;79,2;17200000
Kike Barja;ESP;MF,FW;Osasuna;es La Liga;24;21;9;865;2;2,4;2;17;6;35,3;0,12;0,33;17,8;0;0;0;1,8;1,8;0,11;0,2;0,2;263;382;68,8;2600000
Kike Hermoso;ESP;DF;Betis;es La Liga;21;1;1;90;1;0,2;1;2;1;50;0,5;1;10,2;0;0;0;0,2;0,2;0,08;0,8;0,8;47;51;92,2;260000
Kike Pérez;ESP;FW,MF;Elche;es La Liga;24;12;5;519;2;2,1;2;10;5;50;0,2;0,4;21,3;0;0;0;1,1;1,1;0,11;0,9;0,9;184;249;73,9;2185714
Kiko Casilla;ESP;GK;Elche;es La Liga;34;14;14;1260;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;481;66,5;740000
Kiko Femenía;ESP;DF;Watford;eng Premier League;30;27;26;2142;0;3,3;0;3;1;33,3;0;0;19,6;0;0;0;0,1;0,1;0,03;-0,1;-0,1;856;1196;71,6;3000000
Kiliann Sildillia;FRA;DF;Freiburg;de Bundesliga;19;7;1;169;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;92;64,1;3981250
Kingsley Coman;FRA;FW,DF;Bayern Munich;de Bundesliga;25;21;16;1359;6;7,8;6;46;20;43,5;0,13;0,3;16,9;0;0;0;4,5;4,5;0,1;1,5;1,5;561;716;78,4;60000000
Kingsley Ehizibue;NED;DF;Köln;de Bundesliga;26;16;6;681;0;1,2;0;6;0;0;0;0;23,7;0;0;0;0,3;0,3;0,05;-0,3;-0,3;255;370;68,9;1600000
Kingsley Michael;NGA;MF;Bologna;it Serie A;21;2;1;76;0;0;0;1;1;100;0;0;37,9;0;0;0;0;0;0,01;0;0;24;28;85,7;450000
Kingsley Schindler;GER;DF,MF;Köln;de Bundesliga;28;18;1;349;1;1,6;1;3;1;33,3;0,33;1;16;0;0;0;0,5;0,5;0,17;0,5;0,5;104;191;54,5;900000
Koba Koindredi;FRA;MF;Valencia;es La Liga;19;10;1;181;0;0,1;0;1;0;0;0;0;32;0;0;0;0;0;0,02;0;0;38;50;76;866666
Koen Casteels;BEL;GK;Wolfsburg;de Bundesliga;29;28;28;2520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;847;1082;78,3;11600000
Koffi Djidji;CIV;DF;Torino;it Serie A;28;25;21;1735;0;0,6;0;10;3;30;0;0;17,6;0;0;0;0,5;0,5;0,05;-0,5;-0,5;700;828;84,5;2700000
Koke;ESP;MF;Atlético Madrid;es La Liga;29;31;29;2508;1;2,9;1;12;6;50;0,08;0,17;25,4;0;0;0;1;1;0,09;0;0;1508;1761;85,6;34250000
Konrad Laimer;AUT;MF;RB Leipzig;de Bundesliga;24;26;15;1240;4;4,1;4;16;7;43,8;0,25;0,57;18,1;0;0;0;2,3;2,3;0,15;1,7;1,7;558;696;80,2;26800000
Konstantinos Mavropanos;GRE;DF;Stuttgart;de Bundesliga;23;31;31;2705;4;3;4;33;11;33,3;0,12;0,36;12,5;0;0;0;2,8;2,8;0,09;1,2;1,2;1480;1830;80,9;10250000
Koray Günter;GER;DF;Hellas Verona;it Serie A;26;30;29;2411;0;1;0;6;2;33,3;0;0;12,5;0;0;0;0,3;0,3;0,05;-0,3;-0,3;1027;1228;83,6;4900000
Kortney Hause;ENG;DF;Aston Villa;eng Premier League;26;7;4;397;1;0,1;1;2;2;100;0,5;0,5;10,1;0;0;0;0,1;0,1;0,04;0,9;0,9;162;206;78,6;3916666
Kristjan Asllani;ALB;MF;Empoli;it Serie A;19;23;14;1353;1;1,9;1;16;6;37,5;0,06;0,17;24,5;2;0;0;0,8;0,8;0,05;0,2;0,2;617;746;82,7;5671428
Kristoffer Ajer;NOR;DF;Brentford;eng Premier League;23;24;23;1995;1;2,2;1;7;1;14,3;0,14;1;9,1;0;0;0;0,8;0,8;0,11;0,2;0,2;629;873;72,1;13166666
Kristoffer Askildsen;NOR;MF;Sampdoria;it Serie A;20;19;7;754;0;0,4;0;7;0;0;0;0;17,5;0;0;0;0,3;0,3;0,04;-0,3;-0,3;156;228;68,4;1700000
Kristoffer Klaesson;NOR;GK;Leeds United;eng Premier League;20;1;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;11;81,8;2000000
Kurt Zouma;FRA;DF;West Ham;eng Premier League;26;24;24;2078;1;0,9;1;7;2;28,6;0,14;0,5;6,2;0;0;0;0,9;0,9;0,13;0,1;0,1;845;950;88,9;30750000
Kyle Walker;ENG;DF;Manchester City;eng Premier League;31;20;20;1755;0;1,4;0;8;2;25;0;0;23,5;1;0;0;0,3;0,3;0,03;-0,3;-0,3;1465;1647;88,9;24200000
Kyle Walker-Peters;ENG;DF;Southampton;eng Premier League;24;32;29;2633;1;3,8;1;27;7;25,9;0,04;0,14;19,2;0;0;0;1;1;0,04;0;0;1071;1359;78,8;21000000
Kylian Mbappé;FRA;FW;Paris S-G;fr Ligue 1;22;35;34;3023;24;32,7;28;144;60;41,7;0,17;0,4;16,8;3;4;4;23,4;20,3;0,14;4,6;3,7;1164;1452;80,2;163333333
Kévin Gameiro;FRA;FW;Strasbourg;fr Ligue 1;34;35;28;2385;10;14,1;11;65;25;38,5;0,15;0,4;13,5;0;1;3;14;11,7;0,19;-3;-1,7;639;800;79,9;2400000
Kévin Malcuit;MAR;DF;Napoli;it Serie A;30;8;2;288;0;0,5;0;1;0;0;0;0;15,6;0;0;0;0,1;0,1;0,07;-0,1;-0,1;118;166;71,1;2131250
Kévin N'Doram;FRA;MF;Metz;fr Ligue 1;25;19;16;1235;0;1,5;0;7;1;14,3;0;0;15,8;0;0;0;1,1;1,1;0,15;-1,1;-1,1;433;520;83,3;2060000
Kévin Rodrigues;POR;DF,FW;Rayo Vallecano;es La Liga;27;13;5;435;0;0,2;0;4;0;0;0;0;25,4;0;0;0;0,1;0,1;0,02;-0,1;-0,1;162;225;72;2500000
Lamine Ghezali;FRA;DF;Saint-Étienne;fr Ligue 1;22;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;66,7;275000
Lamine Gueye;SEN;MF,FW;Metz;fr Ligue 1;23;14;7;555;0;2,6;0;14;7;50;0;0;17,4;1;0;0;1,6;1,6;0,11;-1,6;-1,6;148;217;68,2;2150000
Landry Dimata;BEL;FW,MF;Espanyol;es La Liga;23;17;4;541;0;1,6;0;8;0;0;0;0;10,9;0;0;0;1,3;1,3;0,17;-1,3;-1,3;71;99;71,7;2480000
Lars Stindl;GER;MF,FW;M'Gladbach;de Bundesliga;32;26;20;1629;4;8,3;4;42;14;33,3;0,1;0,29;18;2;0;2;6,4;4,9;0,12;-2,4;-0,9;672;816;82,4;3900000
Lassana Coulibaly;MLI;MF;Salernitana;it Serie A;25;31;29;2332;0;1,3;0;22;7;31,8;0;0;23,9;0;0;0;0,9;0,9;0,04;-0,9;-0,9;700;856;81,8;2560000
Lasse Günther;GER;DF;Augsburg;de Bundesliga;18;5;1;161;0;0,1;0;2;0;0;0;0;20,3;0;0;0;0,1;0,1;0,05;-0,1;-0,1;53;71;74,6;950000
Laurens Serpe;ITA;DF;Genoa;it Serie A;20;1;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;32;84,4;181250
Laurent Abergel;FRA;MF;Lorient;fr Ligue 1;28;34;34;2956;0;4,9;0;30;7;23,3;0;0;22,6;0;0;0;2;2;0,07;-2;-2;1334;1635;81,6;2583333
Laurent Koscielny;FRA;DF;Bordeaux;fr Ligue 1;35;11;11;933;0;0,2;0;1;0;0;0;0;6;0;0;0;0,1;0,1;0,11;-0,1;-0,1;496;544;91,2;3333333
Lautaro Martínez;ARG;FW;Inter;it Serie A;23;35;28;2282;18;19;21;111;47;42,3;0,16;0,38;13;0;3;6;19,6;15,5;0,14;1,4;2,5;398;532;74,8;76666666
Lazar Samardzic;GER;MF;Udinese;it Serie A;19;22;1;490;2;2,9;2;17;6;35,3;0,12;0,33;22,3;1;0;0;1,1;1,1;0,06;0,9;0,9;210;267;78,7;4083333
Leander Dendoncker;BEL;MF;Wolves;eng Premier League;26;30;21;1950;2;3,6;2;23;10;43,5;0,09;0,2;15,2;0;0;0;2,6;2,6;0,11;-0,6;-0,6;709;812;87,3;26500000
Leandro Cabrera;URU;DF;Espanyol;es La Liga;30;37;37;3330;2;1,6;2;17;6;35,3;0,12;0,33;10,2;0;0;0;1,3;1,3;0,08;0,7;0,7;1405;1850;75,9;3750000
Leandro Paredes;ARG;MF;Paris S-G;fr Ligue 1;27;15;10;838;1;0,5;1;8;2;25;0,13;0,5;25;0;0;0;0,3;0,3;0,03;0,7;0,7;894;936;95,5;17666666
Leandro Trossard;BEL;FW,MF;Brighton;eng Premier League;26;34;32;2805;7;10,1;8;72;26;36,1;0,1;0,27;18,1;5;1;1;6,8;6;0,08;1,2;1;915;1183;77,3;20666666
Lebo Mothiba;RSA;FW;Strasbourg;fr Ligue 1;25;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000000
Lennard Maloney;USA;DF;Dortmund;de Bundesliga;21;2;0;9;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;16;81,3;443750
Lennart Grill;GER;GK;Leverkusen;de Bundesliga;22;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;45;68,9;1200000
Lenny Joseph;FRA;FW,MF;Metz;fr Ligue 1;20;8;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;26;65,4;380000
Lenny Lacroix;FRA;DF;Metz;fr Ligue 1;18;3;2;200;0;0,1;0;2;0;0;0;0;8,6;0;0;0;0,1;0,1;0,05;-0,1;-0,1;55;76;72,4;750000
Leny Yoro;FRA;MF;Lille;fr Ligue 1;15;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;85,7;2787500
Leo Fuhr Hjelde;NOR;DF;Leeds United;eng Premier League;17;2;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;111;75,7;920000
Leo Stulac;SVN;MF;Empoli;it Serie A;26;23;8;833;2;0,8;2;9;3;33,3;0,22;0,67;24,6;2;0;0;0,3;0,3;0,04;1,7;1,7;384;489;78,5;2320000
Leon Bailey;JAM;FW,MF;Aston Villa;eng Premier League;23;18;7;761;1;2,2;1;21;8;38,1;0,05;0,13;18,7;4;0;0;1,6;1,6;0,08;-0,6;-0,6;149;224;66,5;30333333
Leon Goretzka;GER;MF;Bayern Munich;de Bundesliga;26;19;19;1396;3;7,5;3;46;12;26,1;0,07;0,25;17;0;0;0;4,9;4,9;0,11;-1,9;-1,9;742;892;83,2;68000000
Leonardo Balerdi;ARG;DF;Marseille;fr Ligue 1;22;17;10;950;0;0,2;0;2;0;0;0;0;8,5;0;0;0;0,1;0,1;0,06;-0,1;-0,1;747;809;92,3;9600000
Leonardo Bonucci;ITA;DF;Juventus;it Serie A;34;24;22;2005;2;3;5;14;3;21,4;0,14;0,67;9,5;0;3;3;4,9;2,6;0,19;0,1;-0,6;1107;1280;86,5;6416666
Leonardo Capezzi;ITA;MF;Salernitana;it Serie A;26;5;2;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;48;85,4;600000
Leonardo Mancuso;ITA;FW;Empoli;it Serie A;29;8;5;425;1;2,7;1;12;5;41,7;0,08;0,2;14,5;0;0;0;2,2;2,2;0,18;-1,2;-1,2;53;79;67,1;2940000
Leonardo Pavoletti;ITA;FW;Cagliari;it Serie A;32;33;14;1518;5;7,3;5;36;11;30,6;0,14;0,45;9,8;0;0;0;6,3;6,3;0,17;-1,3;-1,3;335;508;65,9;2325000
Leonardo Spinazzola;ITA;DF;Roma;it Serie A;28;3;2;127;0;0,2;0;2;0;0;0;0;23,6;0;0;0;0,1;0,1;0,03;-0,1;-0,1;63;73;86,3;22166666
Leroy Sané;GER;FW,MF;Bayern Munich;de Bundesliga;25;32;22;1976;7;15,8;7;89;32;36;0,08;0,22;19,9;8;0;0;9,8;9,8;0,11;-2,8;-2,8;852;1018;83,7;65000000
Levi Lumeka;ENG;DF,FW;Troyes;fr Ligue 1;22;5;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;17;58,8;470000
Lewis Bate;ENG;MF;Leeds United;eng Premier League;18;3;1;146;0;0;0;1;0;0;0;0;25;0;0;0;0;0;0,02;0;0;41;54;75,9;1100000
Lewis Brunt;ENG;MF;Leicester City;eng Premier League;20;1;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;100;100000
Lewis Dobbin;ENG;FW,MF;Everton;eng Premier League;18;3;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;57,1;600000
Lewis Dunk;ENG;DF;Brighton;eng Premier League;29;29;29;2573;1;1,4;1;19;7;36,8;0,05;0,14;10;0;0;0;1,2;1,2;0,06;-0,2;-0,2;1676;1881;89,1;22000000
Liam Cooper;SCO;DF;Leeds United;eng Premier League;29;21;21;1814;0;0,4;0;5;1;20;0;0;10,2;0;0;0;0,3;0,3;0,06;-0,3;-0,3;958;1123;85,3;6600000
Liam Delap;ENG;FW;Manchester City;eng Premier League;18;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;100;5166666
Liam Henderson;SCO;MF;Empoli;it Serie A;25;38;23;2020;2;5,9;2;42;15;35,7;0,05;0,13;20,6;2;0;0;2,5;2,5;0,06;-0,5;-0,5;601;851;70,6;2540000
Liam McCarron;SCO;FW;Leeds United;eng Premier League;20;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;450000
Liberato Cacace;NZL;DF;Empoli;it Serie A;20;10;5;466;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0,03;0;0;196;237;82,7;1940000
Lilian Brassier;FRA;DF;Brest;fr Ligue 1;21;31;23;2263;1;1,7;1;11;2;18,2;0,09;0,5;19,2;0;0;0;1,3;1,3;0,12;-0,3;-0,3;1016;1248;81,4;3000000
Lilian Egloff;GER;FW,MF;Stuttgart;de Bundesliga;18;4;0;31;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;66,7;1133333
Linus Gechter;GER;DF;Hertha BSC;de Bundesliga;17;13;6;716;1;0,9;1;5;1;20;0,2;1;8,1;0;0;0;0,6;0,6;0,12;0,4;0,4;302;379;79,7;2816666
Lionel Messi;ARG;FW,MF;Paris S-G;fr Ligue 1;34;26;24;2153;6;17,9;6;89;28;31,5;0,07;0,21;18;16;0;0;10;10;0,11;-4;-4;1413;1665;84,9;60833333
Lluís Recasens;ESP;DF;Espanyol;es La Liga;19;1;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;12;66,7;210000
Lohann Doucet;FRA;MF;Nantes;fr Ligue 1;18;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;66,7;387500
Loren Morón;ESP;FW;Betis;es La Liga;27;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6500000
Lorenz Assignon;TOG;DF;Rennes;fr Ligue 1;21;20;5;616;0;1,6;0;6;4;66,7;0;0;8,7;0;0;0;0,6;0,6;0,11;-0,6;-0,6;311;387;80,4;1960000
Lorenzo De Silvestri;ITA;DF;Bologna;it Serie A;33;31;27;2294;3;4;3;16;6;37,5;0,19;0,5;9,7;0;0;0;2;2;0,12;1;1;999;1346;74,2;1200000
Lorenzo Insigne;ITA;FW;Napoli;it Serie A;30;32;28;2290;2;10,8;11;81;24;29,6;0,02;0,08;22,1;12;9;13;15,1;5,2;0,06;-4,1;-3,2;1200;1506;79,7;25714285
Lorenzo Montipò;ITA;GK;Hellas Verona;it Serie A;25;34;34;3060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;549;980;56;3875000
Lorenzo Pellegrini;ITA;MF,FW;Roma;it Serie A;25;28;27;2289;7;13;9;90;27;30;0,08;0,26;18,9;11;2;3;9,1;6,8;0,08;-0,1;0,2;781;1088;71,8;42500000
Lorenzo Tonelli;ITA;DF;Empoli;it Serie A;31;14;8;870;0;0,6;0;7;3;42,9;0;0;11,3;0;0;0;0,4;0,4;0,06;-0,4;-0,4;465;550;84,5;1460000
Lorenzo Venuti;ITA;DF;Fiorentina;it Serie A;26;23;20;1571;0;0,6;0;7;1;14,3;0;0;22,7;0;0;0;0,2;0,2;0,03;-0,2;-0,2;907;1048;86,5;2875000
Loris Benito;SUI;DF;Bordeaux;fr Ligue 1;29;1;1;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;53;79,2;1720000
Louis Mafouta;CTA;FW;Metz;fr Ligue 1;27;15;5;525;2;2;2;9;7;77,8;0,22;0,29;15,1;0;0;0;1,8;1,8;0,2;0,2;0,2;112;141;79,4;587500
Louis Schaub;AUT;MF,FW;Köln;de Bundesliga;26;28;6;654;1;2,5;1;15;2;13,3;0,07;0,5;16,4;0;0;0;1,1;1,1;0,07;-0,1;-0,1;215;321;67;1683333
Loum Tchaouna;FRA;FW,MF;Rennes;fr Ligue 1;17;10;0;87;0;0,3;0;2;1;50;0;0;16,8;0;0;0;0,2;0,2;0,09;-0,2;-0,2;26;40;65;1460000
Lovro Majer;CRO;MF;Rennes;fr Ligue 1;23;29;21;1832;6;9,9;6;45;18;40;0,13;0,33;19,3;4;0;0;4,8;4,8;0,11;1,2;1,2;820;1068;76,8;17666666
Luca Ceppitelli;ITA;DF;Cagliari;it Serie A;31;24;16;1445;1;0,6;1;7;1;14,3;0,14;1;9,2;0;0;0;0,6;0,6;0,08;0,4;0,4;670;800;83,8;1180000
Luca Fiordilino;ITA;MF;Venezia;it Serie A;25;15;5;661;0;0,5;0;3;1;33,3;0;0;18,8;0;0;0;0,2;0,2;0,05;-0,2;-0,2;251;295;85,1;1060000
Luca Gagliano;ITA;MF,DF;Cagliari;it Serie A;21;2;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;80;305000
Luca Gemello;ITA;GK;Torino;it Serie A;21;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;34;44,1;265000
Luca Kilian;GER;DF;Köln;de Bundesliga;21;30;25;2281;1;1,3;1;5;2;40;0,2;0,5;6,2;0;0;0;1,1;1,1;0,21;-0,1;-0,1;1156;1350;85,6;3133333
Luca Koleosho;USA;FW;Espanyol;es La Liga;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;100;1000000
Luca Lezzerini;ITA;GK;Venezia;it Serie A;26;6;6;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;197;78,7;620000
Luca Netz;GER;DF;M'Gladbach;de Bundesliga;18;24;17;1396;0;3,2;0;15;5;33,3;0;0;16,7;1;0;0;1,9;1,9;0,12;-1,9;-1,9;448;569;78,7;5300000
Luca Pellegrini;ITA;DF;Juventus;it Serie A;22;18;15;1107;0;1,7;0;6;1;16,7;0;0;21,5;0;0;0;0,2;0,2;0,03;-0,2;-0,2;520;684;76;8750000
Luca Ranieri;ITA;DF;Salernitana;it Serie A;22;27;25;2103;1;1,4;1;9;4;44,4;0,11;0,25;15,7;0;0;0;0,6;0,6;0,07;0,4;0,4;694;981;70,7;2420000
Luca Stanga;ITA;DF;Milan;it Serie A;19;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;141666
Luca Vignali;ITA;DF;Spezia;it Serie A;25;2;1;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;51;82,4;1080000
Luca Waldschmidt;GER;MF,FW;Wolfsburg;de Bundesliga;25;14;9;717;1;2,3;1;17;3;17,6;0,06;0,33;16,9;0;0;0;1,8;1,8;0,11;-0,8;-0,8;191;245;78;9437500
Luca Wollschläger;GER;FW;Hertha BSC;de Bundesliga;18;2;0;16;0;0,1;0;1;0;0;0;0;19,7;0;0;0;0;0;0,03;0;0;5;6;83,3;275000
Luca Zidane;FRA;GK,MF;Rayo Vallecano;es La Liga;23;8;8;645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;231;73,2;1583333
Lucas Alario;ARG;FW;Leverkusen;de Bundesliga;28;27;5;655;6;6,9;6;23;13;56,5;0,26;0,46;11,2;0;0;1;6,5;5,8;0,25;-0,5;0,2;106;155;68,4;11125000
Lucas Boyé;ARG;FW;Elche;es La Liga;25;24;22;1713;7;6,7;7;49;15;30,6;0,14;0,47;15,5;2;0;0;4,9;4,9;0,1;2,1;2,1;326;445;73,3;7700000
Lucas Calodat;FRA;DF;Saint-Étienne;fr Ligue 1;19;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;150000
Lucas Copado;GER;FW;Bayern Munich;de Bundesliga;17;1;0;16;0;0;0;1;0;0;0;0;18;0;0;0;0;0;0,04;0;0;4;6;66,7;833333
Lucas Da Cunha;FRA;FW,MF;Clermont Foot;fr Ligue 1;20;15;11;836;2;2,2;2;19;6;31,6;0,11;0,33;18,6;0;0;0;1,3;1,3;0,07;0,7;0,7;279;334;83,5;3250000
Lucas Digne;FRA;DF;Aston Villa;eng Premier League;28;16;16;1269;0;2,6;0;9;2;22,2;0;0;17,8;1;0;0;0,6;0,6;0,06;-0,6;-0,6;632;823;76,8;27333333
Lucas Hernández;FRA;DF;Bayern Munich;de Bundesliga;25;25;25;2030;0;1,3;0;4;1;25;0;0;9,2;0;0;0;0,5;0,5;0,13;-0,5;-0,5;1773;1965;90,2;48000000
Lucas Höler;GER;FW,MF;Freiburg;de Bundesliga;27;34;30;2583;7;11,5;7;61;26;42,6;0,11;0,27;13,9;0;0;0;8,3;8,3;0,14;-1,3;-1,3;628;904;69,5;5166666
Lucas Leiva;BRA;MF;Lazio;it Serie A;34;35;19;1697;0;0,4;0;3;0;0;0;0;21,5;0;0;0;0,1;0,1;0,03;-0,1;-0,1;1146;1243;92,2;1660000
Lucas Martínez Quarta;ARG;DF;Fiorentina;it Serie A;25;20;16;1431;1;1,6;1;16;4;25;0,06;0,25;11,5;0;0;0;1,2;1,2;0,07;-0,2;-0,2;1020;1119;91,2;11750000
Lucas Moura;BRA;FW,MF;Tottenham;eng Premier League;28;34;19;1775;2;8,1;2;38;11;28,9;0,05;0,18;15,6;0;0;0;3,7;3,7;0,1;-1,7;-1,7;576;765;75,3;18500000
Lucas Ocampos;ARG;FW;Sevilla;es La Liga;27;30;23;2125;6;7,5;6;51;16;31,4;0,12;0,38;16,5;0;0;0;5,7;5,7;0,11;0,3;0,3;660;861;76,7;30000000
Lucas Olaza;URU;DF;Elche;es La Liga;27;5;3;295;1;1,1;1;4;1;25;0,25;1;17,6;0;0;0;0,7;0,7;0,21;0,3;0,3;162;210;77,1;4000000
Lucas Paquetá;BRA;MF,FW;Lyon;fr Ligue 1;23;35;32;2699;8;16;9;87;33;37,9;0,09;0,24;18,9;3;1;1;10,9;10,1;0,12;-1,9;-2,1;1275;1599;79,7;35714285
Lucas Perrin;FRA;DF;Strasbourg;fr Ligue 1;22;31;29;2502;1;1,1;1;9;3;33,3;0,11;0,33;15;0;0;0;0,3;0,3;0,03;0,7;0,7;1211;1424;85;3333333
Lucas Pérez;ESP;FW,MF;Cádiz;es La Liga;32;15;11;1060;3;5,7;3;16;5;31,3;0,19;0,6;13,8;3;0;0;3,3;3,3;0,21;-0,3;-0,3;276;378;73;3357142
Lucas Torreira;URU;MF;Fiorentina;it Serie A;25;31;26;2195;5;6,2;5;29;13;44,8;0,17;0,38;13,6;2;0;0;4,6;4,4;0,17;0,4;0,6;1202;1372;87,6;19000000
Lucas Torró;ESP;MF;Osasuna;es La Liga;27;33;32;2725;1;1,8;1;35;9;25,7;0,03;0,11;20,3;0;0;0;1,5;1,5;0,04;-0,5;-0,5;985;1257;78,4;4166666
Lucas Tousart;FRA;MF;Hertha BSC;de Bundesliga;24;30;22;1962;2;2,6;2;24;7;29,2;0,08;0,29;18,5;0;0;0;1,8;1,8;0,07;0,2;0,2;542;735;73,7;12000000
Lucas Vázquez;ESP;DF;Real Madrid;es La Liga;30;29;20;1833;3;4,5;3;18;5;27,8;0,17;0,6;20,2;0;0;0;1,8;1,8;0,1;1,2;1,2;1339;1551;86,3;12600000
Ludovic Ajorque;REU;FW;Strasbourg;fr Ligue 1;27;36;31;2738;9;14,2;12;59;25;42,4;0,15;0,36;13,1;0;3;3;11;8,7;0,15;1;0,3;670;909;73,7;11875000
Ludovic Blas;FRA;MF,FW;Nantes;fr Ligue 1;23;35;35;2961;5;11,2;10;85;32;37,6;0,06;0,16;20,1;0;5;5;11,5;7,7;0,09;-1,5;-2,7;837;1052;79,6;15142857
Ludwig Augustinsson;SWE;DF;Sevilla;es La Liga;27;19;9;793;0;1;0;4;2;50;0;0;15,5;0;0;0;0,4;0,4;0,11;-0,4;-0,4;452;560;80,7;6642857
Luigi Samele;ITA;FW;Sassuolo;it Serie A;19;2;0;5;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;66,7;156250
Luigi Sepe;ITA;GK;Salernitana;it Serie A;30;16;16;1392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384;565;68;2266666
Luis Abram;PER;DF;Granada;es La Liga;25;8;6;560;0;0,5;0;2;0;0;0;0;7;0;0;0;0,5;0,5;0,24;-0,5;-0,5;194;220;88,2;5942857
Luis Alberto;ESP;MF;Lazio;it Serie A;28;34;27;2353;5;11,3;5;47;16;34;0,11;0,31;19,8;1;0;0;3,5;3,5;0,08;1,5;1,5;1643;1976;83,1;30833333
Luis Binks;ENG;DF;Bologna;it Serie A;19;15;7;646;0;0,1;0;2;0;0;0;0;19,5;0;0;0;0;0;0,02;0;0;271;324;83,6;1483333
Luis Díaz;COL;FW;Liverpool;eng Premier League;24;13;11;958;4;6,3;4;38;14;36,8;0,11;0,29;16;0;0;0;4,5;4,5;0,12;-0,5;-0,5;394;448;87,9;45125000
Luis Hartwig;GER;MF;Bochum;de Bundesliga;18;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;237500
Luis Henrique;BRA;FW,MF;Marseille;fr Ligue 1;19;20;7;699;0;1,2;0;6;2;33,3;0;0;15,3;0;0;0;0,9;0,9;0,15;-0,9;-0,9;166;210;79;6428571
Luis Hernández;ESP;DF;Cádiz;es La Liga;32;16;15;1366;0;0,5;0;6;1;16,7;0;0;12;0;0;0;0,4;0,4;0,07;-0,4;-0,4;622;781;79,6;612500
Luis Milla;ESP;MF;Granada;es La Liga;26;33;32;2693;0;5,4;3;19;3;15,8;0;0;24;3;3;3;3,6;1,3;0,07;-0,6;-1,3;1149;1447;79,4;4714285
Luis Muriel;COL;FW;Atalanta;it Serie A;30;27;17;1539;7;11,3;9;55;16;29,1;0,13;0,44;18,5;5;2;2;7,3;5,8;0,11;1,7;1,2;561;769;73;19666666
